County,FIPS code,County type,CBSA,CBSA type,State Abbreviation,FEMA region,Population,Population as a percent of CBSA,Population as a percent of state,Population as a percent of national population,IHE Full-time enrollment,IHE Full-time enrollment as a percent of the population,Cases as a percent of national total - last 7 days,Cases - last 7 days,Cases per 100k - last 7 days,Deaths - last 7 days,Deaths per 100k - last 7 days,Cases - % change,Deaths - % change,Cases as a percent of national total - previous 7 days,Cases - previous 7 days,Cases per 100k - previous 7 days,Deaths - previous 7 days,Deaths per 100k - previous 7 days,Cumulative cases,Cumulative deaths,Area of Concern Category,Viral (RT-PCR) lab test positivity rate - last 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - last 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - last 7 days (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - last 7 days,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting),% tests resulted in 3 or fewer days - absolute change,Viral (RT-PCR) lab test positivity rate - previous 7 days (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - previous 7 days (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - previous 7 days(may be an underestimate due to delayed reporting),Median test latency - last 7 days,% tests resulted in 3 or fewer days - last 7 days__1,Viral (RT-PCR) lab test positivity rate - absolute change (may be an underestimate due to delayed reporting)__1,Total RT-PCR diagnostic tests - % change (may be an underestimate due to delayed reporting)__1,% tests resulted in 3 or fewer days - absolute change__1,Viral (RT-PCR) lab test positivity rate - 15-21 days ago (may be an underestimate due to delayed reporting),Total RT-PCR diagnostic tests - 15-21 days ago (may be an underestimate due to delayed reporting),RT-PCR tests per 100k - 15-21 days ago (may be an underestimate due to delayed reporting),Median test latency - 15-21 days ago,% tests resulted in 3 or fewer days - 15-21 days ago,Confirmed COVID-19 admissions - last 7 days,Confirmed COVID-19 admissions per 100 inpatient beds - last 7 days,Suspected COVID-19 admissions - last 7 days,Suspected COVID-19 admissions per 100 inpatient beds - last 7 days,% inpatient beds occupied,% inpatient beds occupied by COVID-19 patient,% staffed adult ICU beds occupied,% staffed adult ICU beds occupied by COVID-19 patient,% ventilators in use,% ventilators in use by COVID-19 patient,Confirmed COVID-19 admissions per 100 inpatient beds - percent increase,Suspected COVID-19 admissions per 100 inpatient beds - percent increase,% inpatient beds occupied - absolute change,% inpatient beds occupied by COVID-19 patient - absolute change,% staffed adult ICU beds occupied - absolute change,% staffed adult ICU beds occupied by COVID-19 patient - absolute change,% ventilators in use - absolute change,% ventilators in use by COVID-19 patient - absolute change,Total # of hospital CCNs,Total inpatient beds among hospitals reporting - last 7 days,Total staffed adult ICU beds among hospitals reporting - last 7 days,Total ventilators among hospitals reporting - last 7 days,% hospital CCNs reporting any utilization data at least once - last 7 days,% hospital CCNs reporting all utilization data  at least once - last 7 days,% hospital CCNs ever reporting utilization data,% hospital CCNs reporting COVID-19 admissions at least once - last 7 days,% Uninsured,% In Poverty,% Over Age 65,Average household size,% Non-Hispanic Black,% Hispanic,% Native American / Alaskan Native,% Asian,SVI score,CCVI score,Forecasted case trajectory
"Lawrence County, IN",18093,Micropolitan,"Bedford, IN",Micropolitan,IN,Region 5,45370,1,0.0067,1.00E-04,0,0,1.00E-04,206,454,9,19.8,-0.12,2,0.000133372,234,516,3,6.6,3778,75,SustainedHotspot,0.174,788,1737,0.96,-0.047,-0.15,0.03,0.221,924,2037,1,0.93,-0.026,-0.04,0.05,0.247,964,2125,2,0.88,4,6,3,4,0.38,0.15,0.46,0.24,0.04,0,-0.67,0,-0.02,-0.02,-0.1,-0.06,-0.08,-0.12,2,71,10,7,1,1,1,1,0.084176132,0.118549074,0.205906987,2.43,0.004540445,0.017456469,0,0.00663434,0.2752,0.508118,Uncertain
"Montgomery County, IN",18107,Micropolitan,"Crawfordsville, IN",Micropolitan,IN,Region 5,38338,1,0.0057,1.00E-04,881,0.023,1.00E-04,206,537,1,2.6,-0.06,0,0.000125393,220,574,1,2.6,3315,51,SustainedHotspot,0.225,387,1009,0.97,-0.019,-0.27,0,0.244,529,1380,1,0.97,0.028,-0.03,0.1,0.215,543,1416,1,0.87,8,36,10,45,0.69,0.42,0.6,0.4,0,0,0,1.5,0.04,0.03,0.2,0.2,0,0,1,22,5,3,1,1,1,1,0.094749403,0.101020324,0.183108143,2.42,0.010016172,0.049350514,0,0.009024988,0.3685,0.567972,Likely Decreasing
"Logan County, OH",39091,Micropolitan,"Bellefontaine, OH",Micropolitan,OH,Region 5,45672,1,0.0039,1.00E-04,0,0,1.00E-04,205,449,0,0,-0.3,-1,0.00016643,292,639,5,10.9,2882,28,SustainedHotspot,0.257,331,725,0.94,-0.095,0.38,0,0.351,239,523,2,0.94,0.03,0.48,0.01,0.321,162,355,2,0.93,16,52,2,6,0.6,0.32,0.76,0.55,0.14,0.14,0.23,0,0.08,0.06,0.04,0.06,0.03,0.05,1,31,7,9,1,1,1,1,0.078625173,0.133780461,0.187357681,2.4,0.017559993,0.020537747,0,0.0073787,0.3169,0.5546,Uncertain
"Cowley County, KS",20035,Micropolitan,"Winfield, KS",Micropolitan,KS,Region 7,34908,1,0.012,1.00E-04,727,0.0208,1.00E-04,205,587,10,28.6,-0.08,9,0.000127673,224,642,1,2.9,3092,57,SustainedHotspot,0.125,1028,2945,0.97,-0.039,0.49,0.08,0.164,690,1977,1,0.89,-0.03,0.05,-0.08,0.194,656,1879,1,0.97,16,29,11,20,0.65,0.2,0.21,0.39,0,0,-0.45,-0.21,-0.01,0.02,0.02,-0.02,0,0,2,55,9,9,1,1,1,1,0.096697221,0.152084645,0.187922539,2.46,0.025896643,0.112295176,0.02,0.019393835,0.7318,0.4922,Uncertain
"Edgecombe County, NC",37065,Small metro,"Rocky Mount, NC",Metropolitan,NC,Region 4,51472,0.3531,0.0049,2.00E-04,0,0,1.00E-04,204,396,5,9.7,-0.11,4,0.000129952,228,443,1,1.9,3659,87,SustainedHotspot,0.105,1877,3647,0.99,-0.019,0.11,0,0.124,1690,3283,1,0.99,0.009,0.46,0,0.114,1155,2244,1,0.99,10,17,0,0,1,0,1,0.39,0.41,0.22,-0.5,-1,0,0,0,0.07,0.05,0.08,1,60,8,9,1,1,1,1,0.11203477,0.236466423,0.204169257,2.46,0.5724083,0.049599782,0.01,0.003205626,0.9726,0.988857,Uncertain
"Wood County, WI",55141,Micropolitan,"Wisconsin Rapids-Marshfield, WI",Micropolitan,WI,Region 5,72999,1,0.0125,2.00E-04,0,0,1.00E-04,204,279,8,11,0,0.33,0.000116843,205,281,6,8.2,6458,72,SustainedHotspot,0.105,1959,2684,1,0.001,-0.01,0,0.104,1985,2719,1,1,-0.026,0.03,0.03,0.131,1923,2634,1,0.97,23,6,23,6,0.65,0.06,0.43,0.07,0.21,0.04,-0.3,0.53,0,-0.02,0.01,-0.04,0.04,-0.03,2,390,56.14285714,76,1,1,1,1,0.047088287,0.103514059,0.211071385,2.24,0.008630255,0.031822354,0.01,0.019835888,0.1535,0.233047,Uncertain
"Baldwin County, GA",13009,Micropolitan,"Milledgeville, GA",Micropolitan,GA,Region 4,44890,0.8415,0.0042,1.00E-04,9873,0.2199,1.00E-04,204,454,3,6.7,0.05,2,0.000110574,194,432,1,2.2,3642,79,SustainedHotspot,0.183,546,1216,0.8,0.017,0.32,-0.03,0.166,415,924,0,0.83,0,-0.28,0.03,0.166,578,1288,0,0.8,13,14,1,1,1.03,0.42,0.96,0.75,0.5,0.5,-0.85,-0.98,0,0.05,-0.04,-0.05,-0.06,-0.01,1,93,12,10,1,1,1,1,0.116195562,0.262065964,0.164802851,2.54,0.420583649,0.023412787,0,0.017420361,0.8666,0.617956,Uncertain
"Cocke County, TN",47029,Micropolitan,"Newport, TN",Micropolitan,TN,Region 4,36004,1,0.0053,1.00E-04,0,0,1.00E-04,201,558,4,11.1,-0.42,-0.5,0.000197778,347,964,8,22.2,3389,56,SustainedHotspot,0.202,440,1222,0.98,-0.054,-0.47,0.02,0.256,824,2289,2,0.96,0.082,0.27,0.03,0.174,649,1803,2,0.93,12,38,0,0,0.98,0.46,0.97,0.29,0.36,0.05,-0.08,-1,-0.02,-0.16,-0.03,-0.26,0.12,0,1,32,5,6,1,1,1,1,0.111783167,0.248877192,0.215920453,2.47,0.020164426,0.025886013,0.01,0.004749472,0.6857,0.714741,Uncertain
"Brown County, TX",48049,Micropolitan,"Brownwood, TX",Micropolitan,TX,Region 6,37864,1,0.0013,1.00E-04,835,0.0221,1.00E-04,200,528,8,21.1,-0.35,-0.27,0.00017441,306,808,11,29.1,3303,78,SustainedHotspot,0.221,589,1556,0.88,-0.071,-0.05,-0.05,0.292,617,1630,2,0.93,-0.045,0.35,0.07,0.336,458,1210,1,0.86,17,42,3,7,0.89,0.57,1,0.93,0.29,0,0.01,-0.53,-0.05,0.08,0,0.12,0.09,0,1,40.83333333,12,39.16666667,1,1,1,1,0.1374106,0.14493277,0.203887598,2.57,0.036023664,0.230694063,0.01,0.008028734,0.6277,0.193251,Uncertain
"Salem city, VA",51775,Medium metro,"Roanoke, VA",Metropolitan,VA,Region 3,25301,0.0808,0.003,1.00E-04,1956,0.0773,1.00E-04,199,787,3,11.9,0.95,0.5,5.81E-05,102,403,2,7.9,1473,32,SustainedHotspot,0.087,1849,7308,0.78,-0.128,-0.11,-0.17,0.215,2071,8185,2,0.95,0.084,0.12,-0.02,0.131,1849,7308,2,0.97,49,12,2,0,0.73,0.11,0.8,0.29,0.08,0.03,0.17,1,0.05,0,0.13,0.03,0.03,0.01,2,419,51,81,1,0.5,1,1,0.068567494,0.09119798,0.190111063,2.33,0.074305363,0.035690289,0,0.018773962,0.3089,0.167144,Uncertain
"Pike County, MS",28113,Micropolitan,"McComb, MS",Micropolitan,MS,Region 4,39288,1,0.0132,1.00E-04,0,0,1.00E-04,196,499,2,5.1,0.47,-0.33,7.58E-05,133,339,3,7.6,2581,76,SustainedHotspot,0.181,442,1125,0.77,-0.02,0.07,-0.1,0.201,413,1051,1,0.87,-0.056,-0.01,0.06,0.257,417,1061,1,0.81,21,17,0,0,0.51,0.2,0.9,0.5,0.54,0.37,-0.28,-1,0.01,-0.03,0.02,0.02,-0.03,0.03,2,127,20,25,1,1,1,1,0.143376052,0.338420015,0.175957035,2.63,0.536754225,0.016009978,0,0.006948687,0.9882,0.609678,Uncertain
"Bay County, MI",26017,Small metro,"Bay City, MI",Metropolitan,MI,Region 5,103126,1,0.0103,3.00E-04,0,0,1.00E-04,195,189,22,21.3,-0.51,0.05,0.000227987,400,388,21,20.4,6814,230,SustainedHotspot,0.083,3078,2985,0.97,-0.025,0.17,0.02,0.108,2638,2558,1,0.95,0.009,-0.07,-0.03,0.099,2850,2764,1,0.98,28,10,0,0,0.81,0.14,0.88,0.3,0.17,0.06,-0.24,-1,-0.01,-0.03,-0.01,0,-0.03,-0.03,1,287,32,49,1,1,1,1,0.055435745,0.160294345,0.209859783,2.35,0.016184085,0.055078254,0.01,0.006060547,0.4404,0.410697,Uncertain
"Curry County, NM",35009,Micropolitan,"Clovis, NM",Micropolitan,NM,Region 6,48954,1,0.0233,1.00E-04,0,0,1.00E-04,194,396,2,4.1,-0.01,-0.6,0.000111714,196,400,5,10.2,4487,53,SustainedHotspot,0.157,851,1738,0.78,0.012,-0.06,0.11,0.145,908,1855,3,0.67,0.035,0,0.01,0.11,907,1853,3,0.66,18,18,22,22,0.46,0.15,0.47,0.27,0.12,0,0.29,0.16,0.02,-0.01,0.06,0.06,0.01,0,1,100,7,32.14285714,1,1,1,1,0.12284551,0.214063591,0.128487968,2.65,0.055358091,0.434183111,0.02,0.018241615,0.8774,0.380452,Uncertain
"Warren County, TN",47177,Micropolitan,"McMinnville, TN",Micropolitan,TN,Region 4,41277,1,0.006,1.00E-04,0,0,1.00E-04,193,468,5,12.1,-0.43,0,0.000193219,339,821,5,12.1,4927,53,SustainedHotspot,0.242,660,1599,0.98,-0.012,-0.28,0.02,0.255,918,2224,1,0.96,0.003,-0.12,0,0.252,1049,2541,2,0.96,4,7,2,4,0.63,0.27,1,0.73,0.23,0,0.33,0,-0.02,-0.01,0,0.18,0,-0.11,1,55,8,5,1,1,1,1,0.124142077,0.228977487,0.179082782,2.54,0.032560506,0.094362478,0.01,0.008624658,0.8322,0.591213,Uncertain
"Clinton County, OH",39027,Micropolitan,"Wilmington, OH",Micropolitan,OH,Region 5,41968,1,0.0036,1.00E-04,1165,0.0278,1.00E-04,192,457,1,2.4,-0.07,0,0.000117413,206,491,1,2.4,2753,41,SustainedHotspot,0.194,216,515,0.99,-0.088,0.05,-0.01,0.283,205,488,2,1,0.034,0.04,0.01,0.249,197,469,2,0.99,4,6,3,5,0.44,0.13,0.61,0.16,0.02,0.02,-0.6,-0.7,0.02,0.02,-0.18,-0.29,-0.02,0.02,1,66,8,9,1,1,1,1,0.059372594,0.130328476,0.175586161,2.48,0.021373427,0.016989135,0,0.00564716,0.4424,0.588348,Uncertain
"Auglaize County, OH",39011,Micropolitan,"Wapakoneta, OH",Micropolitan,OH,Region 5,45656,1,0.0039,1.00E-04,0,0,1.00E-04,192,421,2,4.4,-0.26,0,0.000147051,258,565,2,4.4,4092,59,SustainedHotspot,0.206,325,712,0.99,-0.08,-0.1,0.05,0.287,363,795,2,0.94,-0.041,0.21,-0.04,0.328,299,655,2,0.98,8,14,17,29,0.54,0.09,0.52,0.07,0,0,-0.27,-0.37,0.05,0,0.17,0.07,-0.02,0,1,58,6,8,1,1,1,1,0.040617887,0.086807716,0.1893727,2.42,0.005935693,0.017763273,0,0.006308043,0.0535,0.148042,Uncertain
"Buchanan County, MO",29021,Small metro,"St. Joseph, MO-KS",Metropolitan,MO,Region 7,87364,0.6977,0.0142,3.00E-04,3673,0.042,1.00E-04,189,216,14,16,-0.2,3.67,0.000135082,237,271,3,3.4,6523,113,SustainedHotspot,0.158,993,1137,1,-0.026,0.31,0,0.184,760,870,1,1,-0.001,0.12,0,0.186,679,777,1,1,47,16,6,2,0.99,0.25,0.87,0.4,0.29,0.15,-0.35,-0.59,-0.01,-0.05,0.01,0.05,0,0.02,2,287.8333333,21,44,1,1,1,1,0.101020313,0.172340676,0.16711689,2.54,0.056785404,0.068575157,0.01,0.014937503,0.7182,0.516078,Uncertain
"Cape Girardeau County, MO",29031,Small metro,"Cape Girardeau, MO-IL",Metropolitan,MO,Region 7,78871,0.8151,0.0129,2.00E-04,7677,0.0973,1.00E-04,189,240,3,3.8,-0.32,-0.25,0.000159021,279,354,4,5.1,7001,106,SustainedHotspot,0.155,1059,1343,0.99,-0.062,-0.05,0.05,0.217,1110,1407,1,0.94,-0.007,0.05,-0.04,0.225,1060,1344,1,0.98,49,13,0,0,0.89,0.18,0.76,0.18,0.3,0.16,-0.12,-1,0,-0.02,0.06,0,0.03,0.02,3,368.2857143,52.71428571,109,1,1,1,1,0.082390786,0.170741793,0.171203611,2.55,0.077379518,0.024685879,0,0.019449481,0.4118,0.115568,Uncertain
"Fremont County, WY",56013,Micropolitan,"Riverton, WY",Micropolitan,WY,Region 8,39261,1,0.0678,1.00E-04,0,0,1.00E-04,188,479,3,7.6,1.38,-0.25,4.50E-05,79,201,4,10.2,4235,71,Hotspot,0.095,147,374,0.99,0.043,-0.15,0,0.052,172,438,1,0.99,-0.007,-0.31,-0.01,0.06,251,639,1,1,3,2,28,19,0.14,0.06,0.61,0.19,0,0,-0.57,0.04,-0.02,-0.03,0.03,-0.29,0,0,1,146,10,7,1,1,1,1,0.180453416,0.137026986,0.188151091,2.61,0.005399761,0.070018594,0.22,0.005170525,0.5624,0.333015,Uncertain
"Linn County, OR",41043,Small metro,"Albany-Lebanon, OR",Metropolitan,OR,Region 10,129749,1,0.0308,4.00E-04,0,0,1.00E-04,188,145,6,4.6,-0.02,0.5,0.000108864,191,147,4,3.1,3065,42,SustainedHotspot,0.054,3894,3001,0.91,-0.014,0.08,-0.02,0.068,3592,2768,1,0.93,0.011,0,-0.02,0.057,3590,2767,1,0.95,8,5,16,10,0.4,0.06,0.44,0.16,0.08,0.02,-0.2,-0.41,-0.03,-0.02,-0.1,-0.12,-0.03,-0.04,2,167,18,26,1,1,1,1,0.070625701,0.144199182,0.190691258,2.58,0.005973071,0.095222314,0.02,0.01255501,0.679,0.589303,Uncertain
"Colbert County, AL",1033,Small metro,"Florence-Muscle Shoals, AL",Metropolitan,AL,Region 4,55241,0.3733,0.0113,2.00E-04,0,0,1.00E-04,186,337,9,16.3,-0.39,8,0.0001727,303,549,1,1.8,5297,70,SustainedHotspot,0.211,926,1676,0.95,-0.015,0.2,-0.02,0.226,770,1394,1,0.97,-0.023,0.09,0,0.249,708,1282,1,0.97,50,17,4,1,0.74,0.23,0.88,0,0.79,0.86,0.13,-0.19,0.01,0,0.15,0,0.02,0.09,2,287,18,9.285714286,1,1,1,1,0.080554425,0.162854071,0.200304122,2.48,0.160007965,0.032385366,0.01,0.006770334,0.4274,0.587393,Uncertain
"Dyer County, TN",47045,Micropolitan,"Dyersburg, TN",Micropolitan,TN,Region 4,37159,1,0.0054,1.00E-04,0,0,1.00E-04,186,501,2,5.4,-0.26,-0.78,0.000143632,252,678,9,24.2,4692,81,SustainedHotspot,0.205,297,799,0.96,-0.009,-0.45,0,0.215,540,1453,1,0.96,-0.023,0.55,0,0.238,349,939,1,0.96,10,7,2,1,0.39,0.16,0.91,0.58,0.25,0.15,-0.41,1,-0.02,-0.03,0.08,0.09,0.05,0.09,1,142,14,50.57142857,1,1,1,1,0.091696576,0.185323349,0.17949891,2.44,0.142415027,0.035819048,0,0.007454452,0.7596,0.603629,Uncertain
"Chattooga County, GA",13055,Micropolitan,"Summerville, GA",Micropolitan,GA,Region 4,24789,1,0.0023,1.00E-04,0,0,1.00E-04,185,746,0,0,0.3,-1,8.09E-05,142,573,2,8.1,2156,49,SustainedHotspot,0.238,403,1626,0.95,-0.024,1.16,-0.04,0.262,187,754,0,0.99,-0.06,-0.49,0.05,0.322,370,1493,0,0.94,56,33,7,4,0.79,0.34,0,1.02,0.8,0.56,-0.22,-0.53,0.01,0.03,-1.02,0.19,0.21,0.24,1,171,14,15.14285714,1,0,1,1,0.153636717,0.198798351,0.176247529,2.54,0.09455807,0.054863044,0,0.005688007,0.9252,0.866603,Uncertain
"McPherson County, KS",20113,Micropolitan,"McPherson, KS",Micropolitan,KS,Region 7,28542,1,0.0098,1.00E-04,2185,0.0766,1.00E-04,184,645,19,66.6,0.2,0.46,8.72E-05,153,536,13,45.5,2722,58,SustainedHotspot,0.175,727,2547,0.97,-0.032,0.47,0.07,0.206,494,1731,2,0.9,0.002,-0.17,-0.02,0.204,597,2092,1,0.92,8,16,0,0,0.47,0.14,0.18,0.04,0.02,0.02,0.14,-1,-0.03,0.03,-0.16,-0.24,0,0.02,3,51,7,6,1,1,1,1,0.06726297,0.099519284,0.201948006,2.22,0.012052414,0.044565903,0.01,0.009179455,0.1067,0.054123,Uncertain
"Lapeer County, MI",26087,Large fringe metro,"Detroit-Warren-Dearborn, MI",Metropolitan,MI,Region 5,87607,0.0203,0.0088,3.00E-04,0,0,1.00E-04,184,210,2,2.3,-0.08,0,0.000114563,201,229,2,2.3,4408,105,SustainedHotspot,0.091,2420,2762,0.98,-0.025,0.9,0.02,0.116,1274,1454,1,0.96,0.017,-0.35,-0.03,0.099,1975,2254,1,0.99,15,13,1,1,0.61,0.14,0.9,0.59,0.5,0.35,0,-0.5,-0.02,-0.04,0.24,0.21,0.29,0.22,1,114,10,14,1,1,1,1,0.073650208,0.100616634,0.188717797,2.59,0.011368955,0.047142352,0.01,0.006757451,0.2382,0.416428,Uncertain
"Petersburg city, VA",51730,Large fringe metro,"Richmond, VA",Metropolitan,VA,Region 3,31346,0.0243,0.0037,1.00E-04,0,0,1.00E-04,184,587,1,3.2,0.09,0,9.63E-05,169,539,1,3.2,1811,35,SustainedHotspot,0.189,1671,5331,0.95,-0.072,-0.06,-0.01,0.261,1775,5663,2,0.96,-0.004,0.22,0.04,0.264,1452,4632,2,0.92,52,19,74,27,0.81,0.3,0.91,0.46,0.2,0.11,-0.09,-0.04,0.03,0.06,-0.01,0.09,-0.1,-0.03,1,274,27.57142857,65,1,1,1,1,0.131691372,0.261425365,0.170037644,2.34,0.756492056,0.051362215,0.01,0.011516621,0.9643,0.921681,Uncertain
"Beauregard Parish, LA",22011,Micropolitan,"DeRidder, LA",Micropolitan,LA,Region 6,37497,1,0.0081,1.00E-04,0,0,1.00E-04,180,480,1,2.7,-0.12,-0.75,0.000116273,204,544,4,10.7,2361,59,SustainedHotspot,0.129,645,1720,0.98,-0.026,0.01,-0.02,0.155,640,1707,1,1,-0.038,0.39,0.01,0.193,462,1232,1,0.99,2,4,0,0,0.37,0.15,0.73,1,0.1,0.05,-0.83,-1,0.02,0.03,0,0.58,0.04,0.03,1,54,8,20,1,1,1,1,0.120599812,0.17325675,0.158999387,2.75,0.117876097,0.038349735,0.01,0.006533856,0.6519,0.670487,Uncertain
"Boone County, AR",5009,Micropolitan,"Harrison, AR",Micropolitan,AR,Region 6,37432,0.8284,0.0124,1.00E-04,0,0,1.00E-04,178,476,1,2.7,-0.03,-0.67,0.000104874,184,492,3,8,2955,72,SustainedHotspot,0.104,863,2306,0.99,-0.023,0.25,0,0.127,691,1846,1,0.99,-0.005,0.76,0,0.133,392,1047,0,0.99,8,12,1,2,0.6,0.11,0.27,0.02,0.01,0,0.6,0,0.14,0.05,-0.02,-0.11,-0.03,0,1,64,24,13,1,1,1,1,0.067600206,0.148885068,0.209473178,2.47,0.004194272,0.026394529,0.01,0.005823894,0.4379,0.2305,Uncertain
"Carver County, MN",27019,Large fringe metro,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan,MN,Region 5,105089,0.0289,0.0186,3.00E-04,1043,0.0099,1.00E-04,177,168,2,1.9,-0.34,1,0.000152181,267,254,1,1,6893,36,SustainedHotspot,0.036,6284,5980,0.98,-0.031,0.54,0.02,0.067,4092,3894,1,0.96,0.017,0.08,-0.02,0.05,3778,3595,1.5,0.98,13,13,10,10,0.62,0.14,0.95,0.05,0,0,-0.13,-0.29,0.04,-0.03,0.05,0.02,0,0,1,100,8,5,1,1,1,1,0.030785054,0.039616003,0.126083605,2.78,0.021010762,0.043515496,0,0.033504934,0.0124,0.010506,Uncertain
"La Plata County, CO",8067,Micropolitan,"Durango, CO",Micropolitan,CO,Region 8,56221,1,0.0098,2.00E-04,2896,0.0515,1.00E-04,177,315,1,1.8,0.3,0,7.75E-05,136,242,1,1.8,2558,30,SustainedHotspot,0.056,2118,3767,0.85,0.006,0.24,0.11,0.049,1703,3029,2,0.74,-0.012,0.47,-0.16,0.061,1162,2067,3,0.9,11,11,2,2,0.51,0.15,0.74,0.49,0.39,0.3,0,1,0.04,0.03,0,-0.05,-0.01,-0.03,2,104,12,16,1,1,1,1,0.09137158,0.086651626,0.182298429,2.44,0.005602889,0.127692499,0.08,0.007363796,0.1086,0.007959,Uncertain
"Marion County, IL",17121,Micropolitan,"Centralia, IL",Micropolitan,IL,Region 5,37205,1,0.0029,1.00E-04,0,0,1.00E-04,177,476,0,0,-0.11,-1,0.000112853,198,532,8,21.5,3923,111,SustainedHotspot,0.026,5283,14200,1,-0.065,2.55,0,0.091,1488,3999,1,1,0.012,0.1,0.01,0.079,1350,3629,1,0.99,7,5,10,7,0.29,0.07,0.42,0.21,0.23,0.13,-0.63,-0.17,-0.04,-0.04,-0.04,-0.01,0.06,0.04,2,152,15,17,1,1,1,1,0.065343569,0.179116574,0.197984142,2.35,0.041634189,0.021475608,0,0.00639699,0.7385,0.71092,Uncertain
"Marshall County, WV",54051,Small metro,"Wheeling, WV-OH",Metropolitan,WV,Region 3,30531,0.2197,0.017,1.00E-04,0,0,1.00E-04,174,570,1,3.3,-0.03,-0.67,0.000102024,179,586,3,9.8,2492,57,SustainedHotspot,0.171,1540,5044,0.53,-0.021,0.12,0,0.193,1375,4504,3,0.53,0.013,0.34,0,0.18,1027,3364,3,0.53,21,22,0,0,0.55,0.13,0.65,0.43,0.29,0.29,0.31,-1,-0.04,0.03,-0.16,0.05,-0.07,0.07,1,94,9,4,1,1,1,1,0.081105283,0.150724731,0.229962988,2.55,0.007500573,0.009826078,0,0.003668403,0.2153,0.167781,Uncertain
"St. Francois County, MO",29187,Micropolitan,"Farmington, MO",Micropolitan,MO,Region 7,67215,1,0.011,2.00E-04,0,0,1.00E-04,172,256,4,6,-0.46,-0.33,0.000181819,319,475,6,8.9,7135,79,SustainedHotspot,0.046,1202,1788,0.97,-0.065,0.27,-0.01,0.11,943,1403,2,0.98,0.019,-0.13,0.03,0.091,1079,1605,1,0.95,18,22,4,5,0.61,0.26,0.98,0.62,0.27,0.2,-0.25,1,-0.07,-0.05,0.12,0.36,0.09,0.2,2,81,6,8,1,1,1,1,0.106340908,0.162616413,0.166227777,2.38,0.045257755,0.016558804,0,0.004716209,0.7016,0.610952,Uncertain
"Midland County, MI",26111,Small metro,"Midland, MI",Metropolitan,MI,Region 5,83156,1,0.0083,3.00E-04,1779,0.0214,1.00E-04,171,206,4,4.8,-0.41,-0.2,0.00016643,292,351,5,6,4474,53,SustainedHotspot,0.071,2229,2681,0.97,-0.023,0.29,0,0.094,1731,2082,1,0.97,-0.007,0.01,0.01,0.101,1719,2067,1,0.96,21,8,23,8,0.77,0.12,0.74,0.13,0.23,0.08,0.31,0.15,0.04,0,0.12,0.04,-0.06,0.01,1,276,43,29.28571429,1,1,1,1,0.047759391,0.107915249,0.188861898,2.41,0.013432585,0.029270287,0.01,0.023774592,0.1618,0.084368,Uncertain
"Tazewell County, VA",51185,Micropolitan,"Bluefield, WV-VA",Micropolitan,VA,Region 3,40595,0.3843,0.0048,1.00E-04,1008,0.0248,1.00E-04,171,421,4,9.9,-0.28,3,0.000135082,237,584,1,2.5,2805,28,SustainedHotspot,0.204,538,1325,0.96,-0.064,-0.34,-0.02,0.268,816,2010,1,0.98,0.002,0.25,0.02,0.267,652,1606,1,0.96,136,101,9,7,0.47,0.17,0.69,0.54,0.18,0.16,0,0.8,-0.05,-0.03,-0.1,0,0,-0.01,2,135,12,29,1,1,1,1,0.105879184,0.16153296,0.230521,2.38,0.031752679,0.011356078,0,0.006503264,0.5936,0.461636,Uncertain
"Bell County, KY",21013,Micropolitan,"Middlesborough, KY",Micropolitan,KY,Region 4,26032,1,0.0058,1.00E-04,72,0.0028,1.00E-04,170,653,2,7.7,-0.24,0,0.000127673,224,860,2,7.7,2181,30,SustainedHotspot,0.158,1051,4037,0.96,0.045,-0.05,-0.01,0.113,1102,4233,2,0.97,-0.055,0.11,0.03,0.169,990,3803,1,0.94,5,17,1,3,0.48,0.44,0.57,0.33,0.11,0.12,-0.55,-0.8,-0.52,0.04,-0.05,0.11,0.11,0.12,2,30,15,11.71428571,1,0.5,1,1,0.053517283,0.370698506,0.197218808,2.4,0.023932084,0.011716349,0,0.003649355,0.8927,0.65043,Uncertain
"Cole County, MO",29051,Small metro,"Jefferson City, MO",Metropolitan,MO,Region 7,76745,0.5075,0.0125,2.00E-04,1730,0.0225,1.00E-04,170,222,8,10.4,-0.38,0.14,0.000157311,276,360,7,9.1,8145,101,SustainedHotspot,0.12,684,891,1,-0.058,0.05,0.02,0.178,652,850,1,0.98,0.007,0.12,0.01,0.171,580,756,2,0.97,33,11,22,8,0.48,0.13,0.82,0.4,0.34,0.24,0.43,-0.31,-0.05,0,0.15,0,0.11,0.07,2,287,22,26,1,1,1,1,0.086643789,0.108044087,0.173183921,2.42,0.119669034,0.029330901,0,0.014098638,0.2583,0.139128,Uncertain
